#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-rice-name	rice-symbol	rice-defline
37394626	AT1G02300	AT1G02300.1	AT1G02300.1	PF08127,PF00112	PTHR12411,PTHR12411:SF367	KOG1543	3.4.22.1	K01363	GO:0050790,GO:0004197,GO:0008234,GO:0006508	LOC_Os05g24550.5		Papain family cysteine protease domain containing protein, expressed
37400354	AT1G02305	AT1G02305.1	AT1G02305.1	PF08127,PF00112	PTHR12411,PTHR12411:SF367	KOG1543	3.4.22.1	K01363	GO:0050790,GO:0004197,GO:0008234,GO:0006508	LOC_Os05g24550.4		Papain family cysteine protease domain containing protein, expressed
37391242	AT1G02310	AT1G02310.1	AT1G02310.1	PF00150	PTHR31451,PTHR31451:SF14		3.2.1.78	K19355	GO:0005975,GO:0004553	LOC_Os01g47400.1		OsMan01 - Endo-Beta-Mannanase, expressed
37391241	AT1G02310	AT1G02310.2	AT1G02310.2	PF00150	PTHR31451,PTHR31451:SF14		3.2.1.78	K19355	GO:0005975,GO:0004553	LOC_Os01g47400.1		OsMan01 - Endo-Beta-Mannanase, expressed
37399300	AT1G02320	AT1G02320.1	AT1G02320.1									
37401990	AT1G02330	AT1G02330.1	AT1G02330.1	PF07052	PTHR13486,PTHR13486:SF2	KOG3345				LOC_Os03g25720.1		GA20734-PA, putative, expressed
37399686	AT1G02335	AT1G02335.1	AT1G02335.1	PF07883	PTHR31238,PTHR31238:SF18					LOC_Os05g19670.1		Cupin domain containing protein, expressed
37396912	AT1G02340	AT1G02340.1	AT1G02340.1	PF00010	PTHR12565,PTHR12565:SF87				GO:0046983	LOC_Os07g05010.3		helix-loop-helix DNA-binding domain containing protein, expressed
37396913	AT1G02340	AT1G02340.2	AT1G02340.2	PF00010	PTHR12565,PTHR12565:SF87				GO:0046983	LOC_Os07g05010.2		helix-loop-helix DNA-binding domain containing protein, expressed
37392024	AT1G02350	AT1G02350.1	AT1G02350.1									
37398286	AT1G02360	AT1G02360.1	AT1G02360.1	PF00182	PTHR22595,PTHR22595:SF35	KOG4742	3.2.1.14		GO:0016998,GO:0006032,GO:0004568	LOC_Os01g18400.1		CHIT10 - Chitinase family protein precursor, expressed
37398285	AT1G02360	AT1G02360.2	AT1G02360.2	PF00182	PTHR22595,PTHR22595:SF35	KOG4742	3.2.1.14		GO:0016998,GO:0006032,GO:0004568	LOC_Os01g18400.1		CHIT10 - Chitinase family protein precursor, expressed
37398284	AT1G02360	AT1G02360.3	AT1G02360.3	PF00182	PTHR22595,PTHR22595:SF35	KOG4742	3.2.1.14		GO:0016998,GO:0006032,GO:0004568	LOC_Os01g18400.1		CHIT10 - Chitinase family protein precursor, expressed
37396664	AT1G02370	AT1G02370.1	AT1G02370.1	PF01535	PTHR24015,PTHR24015:SF504					LOC_Os01g19490.1		pentatricopeptide, putative, expressed
37392725	AT1G02380	AT1G02380.1	AT1G02380.1		PTHR34188,PTHR34188:SF1					LOC_Os05g04150.1		expressed protein
37395835	AT1G02390	AT1G02390.1	AT1G02390.1	PF01553	PTHR15486,PTHR15486:SF18		2.3.1.15	K13508	GO:0016746,GO:0008152	LOC_Os11g45400.1		glycerol-3-phosphate acyltransferase, putative, expressed
37399263	AT1G02400	AT1G02400.1	AT1G02400.1	PF14226,PF03171	PTHR10209,PTHR10209:SF183	KOG0143	1.14.11.13	K04125	GO:0055114,GO:0016491	LOC_Os05g06670.1		gibberellin 2-oxidase, putative, expressed
37399264	AT1G02400	AT1G02400.2	AT1G02400.2	PF03171,PF14226	PTHR10209,PTHR10209:SF183	KOG0143	1.14.11.13		GO:0055114,GO:0016491	LOC_Os05g06670.1		gibberellin 2-oxidase, putative, expressed
37392602	AT1G02405	AT1G02405.1	AT1G02405.1				3.6.5.5					
37394663	AT1G02410	AT1G02410.1	AT1G02410.1	PF04442	PTHR21320,PTHR21320:SF3	KOG2540		K02258	GO:0005507	LOC_Os03g50940.1		cytochrome c oxidase assembly protein COX11, mitochondrial precursor, putative, expressed
37394665	AT1G02410	AT1G02410.2	AT1G02410.2	PF04442	PTHR21320,PTHR21320:SF3	KOG2540		K02258	GO:0005507	LOC_Os03g50940.1		cytochrome c oxidase assembly protein COX11, mitochondrial precursor, putative, expressed
37394664	AT1G02410	AT1G02410.3	AT1G02410.3	PF04442	PTHR21320,PTHR21320:SF3	KOG2540		K02258	GO:0005507	LOC_Os03g50940.1		cytochrome c oxidase assembly protein COX11, mitochondrial precursor, putative, expressed
37398849	AT1G02420	AT1G02420.1	AT1G02420.1	PF01535,PF13041	PTHR24015,PTHR24015:SF263					LOC_Os03g11020.1		PPR repeat containing protein, expressed
37401873	AT1G02430	AT1G02430.1	AT1G02430.1	PF09439	PTHR11711,PTHR11711:SF42	KOG0070				LOC_Os07g12170.1		ADP-ribosylation factor, putative, expressed
37401874	AT1G02430	AT1G02430.2	AT1G02430.2	PF09439	PTHR11711,PTHR11711:SF42	KOG0070				LOC_Os07g12170.1		ADP-ribosylation factor, putative, expressed
37398441	AT1G02440	AT1G02440.1	AT1G02440.1	PF08477	PTHR11711,PTHR11711:SF42	KOG0070			GO:0007264,GO:0005525	LOC_Os01g16030.4		ADP-ribosylation factor, putative, expressed
37398442	AT1G02440	AT1G02440.2	AT1G02440.2	PF00025	PTHR11711,PTHR11711:SF42	KOG0070			GO:0005525	LOC_Os01g16030.2		ADP-ribosylation factor, putative, expressed
37402713	AT1G02450	AT1G02450.1	AT1G02450.1	PF15699	PTHR33669,PTHR33669:SF1							
37402548	AT1G02460	AT1G02460.1	AT1G02460.1	PF12708	PTHR31375,PTHR31375:SF43		3.2.1.15			LOC_Os01g19170.1		polygalacturonase, putative, expressed
37402785	AT1G02470	AT1G02470.1	AT1G02470.1	PF03364	PTHR33824,PTHR33824:SF3					LOC_Os01g22510.1		cyclase/dehydrase family protein, expressed
37402786	AT1G02470	AT1G02470.2	AT1G02470.2	PF03364	PTHR33824,PTHR33824:SF3					LOC_Os01g22510.1		cyclase/dehydrase family protein, expressed
37392110	AT1G02475	AT1G02475.1	AT1G02475.1	PF03364	PTHR33824,PTHR33824:SF3					LOC_Os01g22510.1		cyclase/dehydrase family protein, expressed
37398400	AT1G02490	AT1G02490.1	AT1G02490.1									
37397873	AT1G02500	AT1G02500.1	AT1G02500.1	PF00438,PF02772,PF02773	PTHR11964,PTHR11964:SF18		2.5.1.6	K00789	GO:0006556,GO:0004478,GO:0005524	LOC_Os01g22010.1		S-adenosylmethionine synthetase, putative, expressed
37397874	AT1G02500	AT1G02500.2	AT1G02500.2	PF00438,PF02772,PF02773	PTHR11964,PTHR11964:SF18		2.5.1.6	K00789	GO:0006556,GO:0004478,GO:0005524	LOC_Os01g22010.4		S-adenosylmethionine synthetase, putative, expressed
37401546	AT1G02510	AT1G02510.1	AT1G02510.1	PF07885	PTHR11003,PTHR11003:SF146			K05389		LOC_Os09g12790.1		potassium channel protein, putative, expressed
37401058	AT1G02520	AT1G02520.1	AT1G02520.1	PF00005,PF00664	PTHR24221,PTHR24221:SF205		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	LOC_Os01g18670.1		MDR-like ABC transporter, putative, expressed
37401059	AT1G02520	AT1G02520.2	AT1G02520.2	PF00005,PF00664	PTHR24221,PTHR24221:SF205		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	LOC_Os01g18670.1		MDR-like ABC transporter, putative, expressed
37401060	AT1G02520	AT1G02520.3	AT1G02520.3	PF00005,PF00664	PTHR24221,PTHR24221:SF205		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	LOC_Os01g18670.1		MDR-like ABC transporter, putative, expressed
37400430	AT1G02530	AT1G02530.1	AT1G02530.1	PF00005,PF00664	PTHR24221,PTHR24221:SF205		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	LOC_Os01g18670.1		MDR-like ABC transporter, putative, expressed
37400431	AT1G02530	AT1G02530.2	AT1G02530.2	PF09818,PF00664	PTHR24221,PTHR24221:SF204		3.6.3.44		GO:0055085,GO:0042626,GO:0016021,GO:0006810,GO:0005524	LOC_Os01g18670.1		MDR-like ABC transporter, putative, expressed
37395420	AT1G02540	AT1G02540.1	AT1G02540.1									
37393899	AT1G02550	AT1G02550.1	AT1G02550.1	PF04043	PTHR31707		3.1.1.11		GO:0004857	LOC_Os11g45220.1		IWS1 homolog A, putative, expressed
37400397	AT1G02560	AT1G02560.1	AT1G02560.1	PF00574	PTHR10381,PTHR10381:SF12	KOG0840	3.4.21.92	K01358		LOC_Os03g19510.1		OsClp4 - Putative Clp protease homologue, expressed
37395019	AT1G02570	AT1G02570.1	AT1G02570.1		PTHR37172,PTHR37172:SF1							
37399314	AT1G02575	AT1G02575.1	AT1G02575.1		PTHR37172,PTHR37172:SF1							
37393018	AT1G02580	AT1G02580.1	AT1G02580.1	PF00856	PTHR22884,PTHR22884:SF326	KOG1079	2.1.1.43	K11430	GO:0005515	LOC_Os03g19480.1		SET domain containing protein, expressed
37393019	AT1G02580	AT1G02580.2	AT1G02580.2		PTHR22884,PTHR22884:SF326	KOG1079	2.1.1.43			LOC_Os03g19480.1		SET domain containing protein, expressed
37401164	AT1G02590	AT1G02590.1	AT1G02590.1	PF02738	PTHR11908,PTHR11908:SF98		1.2.3.7,1.2.3.1,1.2.1.28		GO:0055114,GO:0016491	LOC_Os07g18120.1		aldehyde oxidase, putative, expressed
37397115	AT1G02610	AT1G02610.1	AT1G02610.1	PF12906,PF12428	PTHR23012,PTHR23012:SF93		6.3.2.19		GO:0008270	LOC_Os01g19800.1		zinc finger, C3HC4 type, putative, expressed
37397116	AT1G02610	AT1G02610.2	AT1G02610.2	PF12906,PF12428	PTHR23012,PTHR23012:SF93		6.3.2.19		GO:0008270	LOC_Os01g19800.1		zinc finger, C3HC4 type, putative, expressed
37397117	AT1G02610	AT1G02610.3	AT1G02610.3	PF12428	PTHR23012,PTHR23012:SF93					LOC_Os01g19800.1		zinc finger, C3HC4 type, putative, expressed
37395437	AT1G02620	AT1G02620.1	AT1G02620.1	PF00025	PTHR11711,PTHR11711:SF170			K07953	GO:0005525	LOC_Os12g37360.1		miro, putative, expressed
37394499	AT1G02630	AT1G02630.1	AT1G02630.1	PF01733	PTHR10332,PTHR10332:SF35	KOG1479		K15014	GO:0016021,GO:0006810,GO:0005337	LOC_Os08g10450.1		nucleoside transporter, putative, expressed
37394500	AT1G02630	AT1G02630.2	AT1G02630.2	PF01733	PTHR10332,PTHR10332:SF35	KOG1479		K15014	GO:0016021,GO:0006810,GO:0005337	LOC_Os08g10450.1		nucleoside transporter, putative, expressed
37394487	AT1G02640	AT1G02640.1	AT1G02640.1	PF14310,PF00933,PF01915	PTHR30620,PTHR30620:SF4		3.2.1.37		GO:0005975,GO:0004553	LOC_Os11g44950.2		glycosyl hydrolase family 3 protein, putative, expressed
37393048	AT1G02650	AT1G02650.1	AT1G02650.1		PTHR22904,PTHR22904:SF7					LOC_Os03g19200.1		DNAJ heat shock N-terminal domain-containing protein, putative, expressed
37393049	AT1G02650	AT1G02650.2	AT1G02650.2		PTHR22904,PTHR22904:SF7					LOC_Os03g19200.1		DNAJ heat shock N-terminal domain-containing protein, putative, expressed
37396716	AT1G02660	AT1G02660.1	AT1G02660.1	PF01764	PTHR21493,PTHR21493:SF117				GO:0006629	LOC_Os01g15000.1		lipase, putative, expressed
37403571	AT1G02670	AT1G02670.1	AT1G02670.1	PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12	K15083	GO:0016787,GO:0005524,GO:0003677	LOC_Os08g08220.2		EDA16, putative, expressed
37403574	AT1G02670	AT1G02670.2	AT1G02670.2	PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12		GO:0016787,GO:0005524,GO:0003677	LOC_Os07g32730.1		DNA repair protein rhp16, putative, expressed
37403570	AT1G02670	AT1G02670.3	AT1G02670.3	PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12		GO:0016787,GO:0005524,GO:0003677	LOC_Os07g32730.1		DNA repair protein rhp16, putative, expressed
37403576	AT1G02670	AT1G02670.4	AT1G02670.4	PF04851	PTHR10799,PTHR10799:SF763		3.6.4.12		GO:0016787,GO:0005524,GO:0003677	LOC_Os08g08220.1		EDA16, putative, expressed
37403575	AT1G02670	AT1G02670.5	AT1G02670.5	PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12		GO:0016787,GO:0005524,GO:0003677	LOC_Os07g32730.1		DNA repair protein rhp16, putative, expressed
37403573	AT1G02670	AT1G02670.6	AT1G02670.6	PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12		GO:0016787,GO:0005524,GO:0003677	LOC_Os07g32730.1		DNA repair protein rhp16, putative, expressed
37403572	AT1G02670	AT1G02670.7	AT1G02670.7	PF04851,PF00271	PTHR10799,PTHR10799:SF763		3.6.4.12		GO:0016787,GO:0005524,GO:0003677	LOC_Os08g08220.2		EDA16, putative, expressed
37402657	AT1G02680	AT1G02680.1	AT1G02680.1	PF02269	PTHR11380	KOG3901		K03127	GO:0006366	LOC_Os01g23630.1		transcription initiation factor IID, 18kD subunit family protein, expressed
37400011	AT1G02690	AT1G02690.1	AT1G02690.1	PF16186,PF01749,PF00514	PTHR23316,PTHR23316:SF29				GO:0008565,GO:0006606,GO:0005737,GO:0005634,GO:0005515	LOC_Os01g14950.1		importin subunit alpha, putative, expressed
37400010	AT1G02690	AT1G02690.2	AT1G02690.2	PF16186,PF01749,PF00514	PTHR23316,PTHR23316:SF29				GO:0008565,GO:0006606,GO:0005737,GO:0005634,GO:0005515	LOC_Os01g14950.1		importin subunit alpha, putative, expressed
37394987	AT1G02700	AT1G02700.1	AT1G02700.1		PTHR35985,PTHR35985:SF1					LOC_Os07g47840.1		expressed protein
37398676	AT1G02705	AT1G02705.1	AT1G02705.1									
37400132	AT1G02710	AT1G02710.1	AT1G02710.1									
37393269	AT1G02720	AT1G02720.1	AT1G02720.1	PF01501	PTHR13778,PTHR13778:SF8		2.4.1.43		GO:0016757	LOC_Os03g18890.1		glycosyl transferase 8 domain containing protein, putative, expressed
37393270	AT1G02720	AT1G02720.2	AT1G02720.2	PF01501	PTHR13778,PTHR13778:SF8		2.4.1.43		GO:0016757	LOC_Os03g18890.1		glycosyl transferase 8 domain containing protein, putative, expressed
37397559	AT1G02730	AT1G02730.1	AT1G02730.1	PF13632,PF14570	PTHR13301,PTHR13301:SF58		2.4.2.24	K00770		LOC_Os12g36890.1		CSLD4 - cellulose synthase-like family D, expressed
37396682	AT1G02740	AT1G02740.1	AT1G02740.1	PF11717,PF05712	PTHR10880,PTHR10880:SF33	KOG3001		K11339	GO:0016568,GO:0006355,GO:0005634	LOC_Os11g34305.1		transposon protein, putative, Mutator sub-class, expressed
37397826	AT1G02750	AT1G02750.1	AT1G02750.1	PF14571,PF05605	PTHR31875,PTHR31875:SF5					LOC_Os05g28980.1		drought induced 19 protein, putative, expressed
37397827	AT1G02750	AT1G02750.2	AT1G02750.2	PF14571,PF05605	PTHR31875,PTHR31875:SF5					LOC_Os05g28980.1		drought induced 19 protein, putative, expressed
37397732	AT1G02770	AT1G02770.1	AT1G02770.1	PF04776	PTHR31260,PTHR31260:SF28							
37396041	AT1G02780	AT1G02780.1	AT1G02780.1	PF01280	PTHR10722	KOG1696		K02885	GO:0006412,GO:0005840,GO:0005622,GO:0003735	LOC_Os03g38260.1		60S ribosomal protein L19-3, putative, expressed
37393303	AT1G02790	AT1G02790.1	AT1G02790.1	PF12708	PTHR31375,PTHR31375:SF17		3.2.1.15,3.2.1.67	K01213		LOC_Os06g35320.1		polygalacturonase, putative, expressed
37401163	AT1G02800	AT1G02800.1	AT1G02800.1	PF00759	PTHR22298,PTHR22298:SF55		3.2.1.4		GO:0005975,GO:0004553	LOC_Os01g21070.1		endoglucanase, putative, expressed
37397083	AT1G02810	AT1G02810.1	AT1G02810.1	PF04043,PF01095	PTHR31707,PTHR31707:SF38		3.1.1.11	K01051	GO:0004857,GO:0042545,GO:0030599,GO:0005618	LOC_Os01g20980.1		pectinesterase, putative, expressed
37401383	AT1G02813	AT1G02813.1	AT1G02813.1	PF04398	PTHR31676,PTHR31676:SF4					LOC_Os05g29920.1		expressed protein
37398251	AT1G02816	AT1G02816.1	AT1G02816.1	PF04398	PTHR31676,PTHR31676:SF27					LOC_Os05g29900.1		expressed protein
37399056	AT1G02820	AT1G02820.1	AT1G02820.1	PF03242	PTHR33509,PTHR33509:SF5				GO:0006950	LOC_Os01g21250.1		late embryogenesis abundant protein, putative, expressed
37399387	AT1G02830	AT1G02830.1	AT1G02830.1	PF01776	PTHR10064,PTHR10064:SF4	KOG3434		K02891	GO:0006412,GO:0005840,GO:0005622,GO:0003735	LOC_Os07g47710.1		60S ribosomal protein L22-2, putative, expressed
37394719	AT1G02840	AT1G02840.1	AT1G02840.1	PF00076	PTHR24012,PTHR24012:SF487	KOG0105		K12890	GO:0003676	LOC_Os05g30140.1		RNA recognition motif containing protein, expressed
37394720	AT1G02840	AT1G02840.2	AT1G02840.2	PF00076	PTHR24012,PTHR24012:SF487	KOG0105		K12890	GO:0003676	LOC_Os05g30140.1		RNA recognition motif containing protein, expressed
37394722	AT1G02840	AT1G02840.3	AT1G02840.3	PF00076	PTHR24012,PTHR24012:SF487	KOG0105			GO:0003676	LOC_Os05g30140.1		RNA recognition motif containing protein, expressed
37394721	AT1G02840	AT1G02840.4	AT1G02840.4	PF00076	PTHR24012,PTHR24012:SF487	KOG0105			GO:0003676	LOC_Os05g30140.1		RNA recognition motif containing protein, expressed
37394723	AT1G02840	AT1G02840.5	AT1G02840.5	PF00076	PTHR24012,PTHR24012:SF487	KOG0105			GO:0003676	LOC_Os05g30140.1		RNA recognition motif containing protein, expressed
37400987	AT1G02850	AT1G02850.1	AT1G02850.1	PF00232	PTHR10353,PTHR10353:SF29		3.2.1.21		GO:0005975,GO:0004553	LOC_Os05g30350.1		Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed
37400986	AT1G02850	AT1G02850.2	AT1G02850.2	PF00232	PTHR10353,PTHR10353:SF29		3.2.1.21		GO:0005975,GO:0004553	LOC_Os05g30350.1		Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed
37400988	AT1G02850	AT1G02850.3	AT1G02850.3	PF00232	PTHR10353,PTHR10353:SF29	KOG0626	3.2.1.21		GO:0005975,GO:0004553	LOC_Os05g30350.2		Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed
37400984	AT1G02850	AT1G02850.4	AT1G02850.4	PF00232	PTHR10353,PTHR10353:SF29		3.2.1.21	K01188	GO:0005975,GO:0004553	LOC_Os05g30350.1		Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed
37400985	AT1G02850	AT1G02850.5	AT1G02850.5	PF00232	PTHR10353,PTHR10353:SF29		3.2.1.21	K01188	GO:0005975,GO:0004553	LOC_Os05g30350.1		Os5bglu22 - beta-glucosidase homologue, similar to G. max isohydroxyurate hydrolase, expressed
37393842	AT1G02860	AT1G02860.1	AT1G02860.1	PF13920	PTHR23041,PTHR23041:SF64		6.3.2.19	K16275		LOC_Os07g47590.2		expressed protein
37393843	AT1G02860	AT1G02860.2	AT1G02860.2	PF13920	PTHR23041,PTHR23041:SF64			K16275		LOC_Os07g47590.2		expressed protein
37393844	AT1G02860	AT1G02860.3	AT1G02860.3		PTHR23041,PTHR23041:SF64					LOC_Os07g47590.2		expressed protein
37397571	AT1G02870	AT1G02870.1	AT1G02870.1	PF09420	PTHR13243	KOG4771		K14839		LOC_Os05g30420.1		expressed protein
37400749	AT1G02880	AT1G02880.1	AT1G02880.1	PF04265,PF04263	PTHR13622,PTHR13622:SF7	KOG3153	2.7.6.2	K00949	GO:0030975,GO:0009229,GO:0005524,GO:0004788	LOC_Os01g70580.1		thiamin pyrophosphokinase 1, putative, expressed
37400747	AT1G02880	AT1G02880.2	AT1G02880.2	PF04265,PF04263	PTHR13622,PTHR13622:SF6	KOG3153	2.7.6.2	K00949	GO:0030975,GO:0009229,GO:0005524,GO:0004788	LOC_Os01g70580.1		thiamin pyrophosphokinase 1, putative, expressed
37400746	AT1G02880	AT1G02880.3	AT1G02880.3	PF04265,PF04263	PTHR13622,PTHR13622:SF6	KOG3153	2.7.6.2	K00949	GO:0030975,GO:0009229,GO:0005524,GO:0004788	LOC_Os01g70580.1		thiamin pyrophosphokinase 1, putative, expressed
37400750	AT1G02880	AT1G02880.4	AT1G02880.4	PF04265,PF04263	PTHR13622,PTHR13622:SF6		2.7.6.2	K00949	GO:0030975,GO:0009229,GO:0005524,GO:0004788	LOC_Os01g70580.1		thiamin pyrophosphokinase 1, putative, expressed
37400748	AT1G02880	AT1G02880.5	AT1G02880.5	PF04265,PF04263	PTHR13622,PTHR13622:SF7	KOG3153	2.7.6.2	K00949	GO:0030975,GO:0009229,GO:0005524,GO:0004788	LOC_Os01g70580.1		thiamin pyrophosphokinase 1, putative, expressed
37400745	AT1G02880	AT1G02880.6	AT1G02880.6	PF04265,PF04263	PTHR13622,PTHR13622:SF6	KOG3153	2.7.6.2	K00949	GO:0030975,GO:0009229,GO:0005524,GO:0004788	LOC_Os01g70580.1		thiamin pyrophosphokinase 1, putative, expressed
37399415	AT1G02890	AT1G02890.1	AT1G02890.1	PF05496	PTHR23074,PTHR23074:SF70		3.6.1.3		GO:0009378,GO:0006310,GO:0006281	LOC_Os11g43970.1		AAA-type ATPase family protein, putative, expressed
37399416	AT1G02890	AT1G02890.2	AT1G02890.2	PF00004	PTHR23074,PTHR23074:SF70		3.6.1.3		GO:0005524	LOC_Os11g43970.1		AAA-type ATPase family protein, putative, expressed
37401078	AT1G02900	AT1G02900.1	AT1G02900.1	PF05498	PTHR33136,PTHR33136:SF5					LOC_Os12g35670.1		RALFL4 - Rapid ALkalinization Factor RALF family protein precursor, expressed
37397148	AT1G02910	AT1G02910.1	AT1G02910.1	PF13414,PF11998	PTHR17130,PTHR17130:SF20					LOC_Os01g25600.1		tetratricopeptide repeat domain containing protein, expressed
37397149	AT1G02910	AT1G02910.2	AT1G02910.2	PF13414,PF11998	PTHR17130,PTHR17130:SF20					LOC_Os01g25600.2		tetratricopeptide repeat domain containing protein, expressed
37395556	AT1G02920	AT1G02920.1	AT1G02920.1	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g27340.1		glutathione S-transferase, putative, expressed
37392128	AT1G02930	AT1G02930.1	AT1G02930.1	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g27340.1		glutathione S-transferase, putative, expressed
37392129	AT1G02930	AT1G02930.2	AT1G02930.2	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g27340.1		glutathione S-transferase, putative, expressed
37392854	AT1G02940	AT1G02940.1	AT1G02940.1	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37392852	AT1G02940	AT1G02940.2	AT1G02940.2	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37392853	AT1G02940	AT1G02940.3	AT1G02940.3	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37392855	AT1G02940	AT1G02940.4	AT1G02940.4	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37393823	AT1G02950	AT1G02950.1	AT1G02950.1	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37393822	AT1G02950	AT1G02950.2	AT1G02950.2	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37393824	AT1G02950	AT1G02950.3	AT1G02950.3	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37393825	AT1G02950	AT1G02950.4	AT1G02950.4	PF00043	PTHR11260,PTHR11260:SF201		2.5.1.18			LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37393821	AT1G02950	AT1G02950.5	AT1G02950.5	PF00043,PF02798	PTHR11260,PTHR11260:SF201	KOG0867	2.5.1.18	K00799	GO:0005515	LOC_Os01g70770.1		glutathione S-transferase, putative, expressed
37397898	AT1G02960	AT1G02960.1	AT1G02960.1		PTHR35686,PTHR35686:SF1					LOC_Os02g48116.1		expressed protein
37397897	AT1G02960	AT1G02960.2	AT1G02960.2		PTHR35686,PTHR35686:SF1					LOC_Os02g48116.1		expressed protein
37397900	AT1G02960	AT1G02960.3	AT1G02960.3		PTHR35686,PTHR35686:SF1					LOC_Os02g48116.1		expressed protein
37397901	AT1G02960	AT1G02960.4	AT1G02960.4		PTHR35686,PTHR35686:SF1							
37397899	AT1G02960	AT1G02960.5	AT1G02960.5		PTHR35686,PTHR35686:SF1					LOC_Os02g48116.1		expressed protein
37397902	AT1G02960	AT1G02960.6	AT1G02960.6		PTHR35686,PTHR35686:SF1							
37393492	AT1G02965	AT1G02965.1	AT1G02965.1		PTHR35686							
37397238	AT1G02970	AT1G02970.1	AT1G02970.1	PF07714	PTHR11042,PTHR11042:SF69		2.7.10.2	K06632	GO:0006468,GO:0004672	LOC_Os02g04240.1		wee1-like protein kinase, putative, expressed
37393177	AT1G02980	AT1G02980.1	AT1G02980.1	PF10557,PF00888	PTHR11932,PTHR11932:SF72	KOG2167		K03347	GO:0031625,GO:0006511	LOC_Os01g27150.1		cullin, putative, expressed
37393178	AT1G02980	AT1G02980.2	AT1G02980.2	PF10557,PF00888	PTHR11932,PTHR11932:SF72	KOG2167		K03347	GO:0031625,GO:0006511	LOC_Os01g27150.1		cullin, putative, expressed
37395729	AT1G02990	AT1G02990.1	AT1G02990.1		PTHR23336,PTHR23336:SF14					LOC_Os07g47360.3		CW-type Zinc Finger, putative, expressed
37395727	AT1G02990	AT1G02990.2	AT1G02990.2		PTHR23336,PTHR23336:SF14					LOC_Os07g47360.2		CW-type Zinc Finger, putative, expressed
37395726	AT1G02990	AT1G02990.3	AT1G02990.3		PTHR23336,PTHR23336:SF14					LOC_Os07g47360.2		CW-type Zinc Finger, putative, expressed
37395724	AT1G02990	AT1G02990.4	AT1G02990.4		PTHR23336,PTHR23336:SF14					LOC_Os07g47360.1		CW-type Zinc Finger, putative, expressed
37395728	AT1G02990	AT1G02990.5	AT1G02990.5		PTHR23336,PTHR23336:SF14					LOC_Os07g47360.1		CW-type Zinc Finger, putative, expressed
37395725	AT1G02990	AT1G02990.6	AT1G02990.6		PTHR23336,PTHR23336:SF14					LOC_Os07g47360.3		CW-type Zinc Finger, putative, expressed
37400799	AT1G03000	AT1G03000.1	AT1G03000.1	PF05496,PF00004	PTHR23077,PTHR23077:SF9			K13339	GO:0009378,GO:0006310,GO:0006281,GO:0005524	LOC_Os04g52690.3		AAA family ATPase, putative, expressed
